"","PertePoids","Sorte_The","Producteur","Prelevement","Site","DoseRepPrel"
"286",0.148496042216359,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"287",0.0792573892921006,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"288",0.0692567567567567,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"289",0.084578947368421,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"290",0.0877804169965691,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"291",0.0790182106096596,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"292",0.102633106432378,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"293",0.0711071578066136,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"294",0.0667546870874043,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"295",0.0951461377870563,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"296",0.0781821985147997,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"297",-0.000576459490619485,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"298",0.0885520125457397,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"299",0.0698457813569134,"Residus_Canneberges","Belanger",5,"A9","79.98256_1_A9_5"
"300",0.0565045307780439,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"301",0.0688457287225644,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"302",0.0581679227258254,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"303",0.0510948905109488,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"304",-0.0477812123434798,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"305",0.10447839007351,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"306",0.0463262115685253,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"307",0.0380346151822821,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
"308",0.12852334875894,"Residus_Canneberges","Belanger",5,"A9","79.98256_2_A9_5"
