IDEN_CLASS;IDEN_Fibres;Annee;Sorte_The;Profondeur_cm;Type_The;Variete;Type_Sachet;Entreprise;Tamis_mm;Broyage;Prelevement;Repetition;Producteur;Site;Batch_Fibres;Type_CTRL;MO_CTRL_calc__pourc;MS_CTRL_pourc;Fibres_CTRL_NDF_Initial_Poids_SachetVide_g;Fibres_CTRL_NDF_Initial_Poids_Total_g;Fibres_CTRL_NDF_Final_Poids_Total_g;Fibres_CTRL_Calcin_Poids_Echantillon_g;Fibres_CTRL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_NDF_Initial_Poids_g;Fibres_Blanc_NDF_Final_Poids_Total_g;Fibres_Blanc_Calcin_Poids_Echantillon_g;MO_calc_pourc;MS_pourc;DMS_pourc;Fibres_Initial_Poids_SachetVide_g;Fibres_Initial_Poids_Total_g;Fibres_NDF_Final_Poids_Total_g;Fibres_Calcin_Poids_Echantillon_g;Fibres_Calcin_Poids_Echantillon_pourc;NDF_CTRL_calc_pourc;NDF_calc_pourc;NDF_calc_ajust_pourc;Fibres_CTRL_ADF_Initial_Poids_Sachet_g;Fibres_CTRL_ADF_Initial_Poids_Total_g;Fibres_CTRL_ADF_Final_Poids_Total_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADF_Initial_Poids_Total_g;Fibres_Blanc_ADF_Final_Poids_Total_g;Fibres_ADF_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADF_Final_Poids_Total_g;ADF_CTRL_calc_pourc;ADF_calc_pourc;ADF_calc_ajust_pourc;Fibres_CTRL_ADL_Initial_Poids_Sachet_g;Fibres_CTRL_ADL_Initial_Poids_Total_g;Fibres_CTRL_ADL_Final_Poids_Total_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADL_Initial_Poids_Total_g;Fibres_Blanc_ADL_Final_Poids_Total_g;Fibres_ADL_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADL_Final_Poids_Total_g;ADL_CTRL_calc_pourc;ADL_calc_pourc;SOL_calc_pourc;HEM_calc_pourc;CEL_calc_pourc;LIC_calc_pourc;HOLO_calc_pourc;M_hydrolysable_pourc;CF_pourc;ISB_calc ;SucresSol_mgPg_MS
28,3;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;100;95,23809524;;0,4964;1,027;0,6853;0;0;#DIV/0!;38,28650201;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;61,71349799;;;;;;;;
28,4;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;98,17658349;95,23809524;;0,5465;1,042;0,7232;0,019;1,823416507;#DIV/0!;35,04483541;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6629;#DIV/0!;22,64368769;#DIV/0!;;;;;;;;;;;;64,95516459;12,40114773;;;;;;;
28,5;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;98,22071377;95,23809524;;0,4963;0,9723;0,662;0,0173;1,779286229;#DIV/0!;34,35561128;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6047;#DIV/0!;22,11163843;#DIV/0!;;;;;;;;;;;;65,64438872;12,24397285;;;;;;;
28,6;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;97,68973653;95,23809524;;0,5054;1,0172;0,688;0,0235;2,310263468;#DIV/0!;34,37661051;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6231;#DIV/0!;21,3335544;#DIV/0!;;;;;;;;;;;;65,62338949;13,04305611;;;;;;;
28,7;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;97,96117452;95,23809524;;0,5019;1,0251;0,6877;0,0209;2,03882548;#DIV/0!;34,72135448;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,62825;#DIV/0!;23,11344785;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5429;;4,663679961;65,27864552;11,60790663;18,44976788;4,663679961;30,05767452;95,33632004;;;
28,8;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;97,92893695;95,23809524;;0,5026;1,0357;0,7001;0,02145;2,071063049;#DIV/0!;36,33058495;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6346;#DIV/0!;23,71785717;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5459;;4,930870174;63,66941505;12,61272778;18,786987;4,930870174;31,39971478;95,06912983;;;
28,9;CE 28;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5109;0,51;0,0037;97,79281059;95,23809524;;0,4722;1,0126;0,666;0,02235;2,207189413;#DIV/0!;34,96510613;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,60455;#DIV/0!;23,30242913;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,516;;4,777858836;65,03489387;11,662677;18,52457029;4,777858836;30,1872473;95,22214116;;;
29,1;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;94,02326891;97,87234043;;0,5299;1,0658;0,7617;0,0637;5,976731094;#DIV/0!;31,36731366;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;68,63268634;;;;;;;;
29,2;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;94,24037614;97,87234043;;0,4999;1,0209;0,7231;0,0588;5,759623861;#DIV/0!;31,60049129;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;68,39950871;;;;;;;;
29,3;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;100;97,87234043;;0,4956;1,0324;;0;;#DIV/0!;-96,69613889;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;196,6961389;;;;;;;;
29,4;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;96,2636482;97,87234043;;0,506;0,9983;0,7494;0,0373;3,736351798;#DIV/0!;41,69232845;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6321;#DIV/0!;20,73751136;#DIV/0!;;;;;;;;;;;;58,30767155;20,95481709;;;;;;;
29,5;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;95,54297674;97,87234043;;0,5239;1,0273;0,7092;0,045787;4,457023265;#DIV/0!;26,82520263;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,66;#DIV/0!;20,76617349;#DIV/0!;;;;;;;;;;;;73,17479737;6,059029136;;;;;;;
29,6;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;94,95967742;97,87234043;;0,5109;1,0416;0,7191;0,0525;5,040322581;#DIV/0!;28,95958085;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,654;#DIV/0!;19,86911781;#DIV/0!;;;;;;;;;;;;71,04041915;9,090463044;;;;;;;
29,7;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;96,25610136;97,87234043;;0,5032;0,9629;0,717;0,03605;3,74389864;#DIV/0!;38,12494125;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,63055;#DIV/0!;22,78517604;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5488;;2,821132233;61,87505875;15,33976521;19,96404381;2,821132233;35,30380902;97,17886777;;;
29,8;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;95,75302663;97,87234043;;0,5173;1,0325;0,7324;0,04385;4,246973366;#DIV/0!;32,76601812;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,66195;#DIV/0!;22,41390799;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5702;;2,433516486;67,23398188;10,35211013;19,98039151;2,433516486;30,33250163;97,56648351;;;
29,9;CE 29;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5191;0,5341;0,0019;95,48820893;97,87234043;;0,5173;1,0262;0,7107;0,0463;4,511791074;#DIV/0!;28,18585207;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6648;#DIV/0!;22,83841846;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5719;;2,312779552;71,81414793;5,347433614;20,52563891;2,312779552;25,87307252;97,68722045;;;
30,1;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,25303455;96;;0,5094;0,9639;0,6757;0,0072;0,746965453;#DIV/0!;37,56977885;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;62,43022115;;;;;;;;
30,2;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,22886519;96;;0,5194;1,0504;0,7117;0,0081;0,771134806;#DIV/0!;37,1271668;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;62,8728332;;;;;;;;
30,3;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,20995457;96;;0,5264;1,0126;0,7042;0,008;0,790045428;#DIV/0!;37,44619157;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;62,55380843;;;;;;;;
30,4;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,58019273;96;;0,5162;1,0481;0,694;0,0044;0,41980727;#DIV/0!;34,80960382;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6226;#DIV/0!;21,51828664;#DIV/0!;;;;;;;;;;;;65,19039618;13,29131718;;;;;;;
30,5;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,5545206;96;;0,5197;0,9877;0,6834;0,0044;0,445479397;#DIV/0!;36,42025756;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,613;#DIV/0!;21,5362176;#DIV/0!;;;;;;;;;;;;63,57974244;14,88403996;;;;;;;
30,6;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,16798315;96;;0,4976;0,9495;0,6779;0,0079;0,832016851;#DIV/0!;40,90982415;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5878;#DIV/0!;20,84072558;#DIV/0!;;;;;;;;;;;;59,09017585;20,06909857;;;;;;;
30,7;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,28665385;96;;0,4975;0,9883;0,6709;0,00705;0,71334615;#DIV/0!;36,329089;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6072;#DIV/0!;23,51600897;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5047;;0,599537928;63,670911;12,81308002;22,91647104;0,599537928;35,72955107;99,40046207;;;
30,8;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,50783447;96;;0,4784;0,9956;0,7045;0,0049;0,492165528;#DIV/0!;45,49977852;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,58755;#DIV/0!;22,5781658;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,4862;;1,115505587;54,50022148;22,92161272;21,46266021;1,115505587;44,38427293;98,88449441;;;
30,9;CE 30;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;1;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;99,54713874;96;;0,4989;0,9716;0,6701;0,0044;0,45286126;#DIV/0!;37,72106738;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5999;#DIV/0!;23,01422758;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5057;;1,119646139;62,27893262;14,7068398;21,89458144;1,119646139;36,60142125;98,88035386;;;
32,1;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;97,73994122;96,23;;0,4979;0,9867;0,6645;0,0223;2,260058782;#DIV/0!;32,17024864;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,82975136;;;;;;;;
32,2;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;97,98059014;96,23;;0,5145;1,0201;0,686;0,0206;2,019409862;#DIV/0!;32,40939185;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,59060815;;;;;;;;
32,3;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5156;0,5156;0,0036;98,21270745;96,23;;0,5243;1,0183;0,6904;0,0182;1,787292546;#DIV/0!;32,44946304;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,55053696;;;;;;;;
32,4;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;98,55714825;96,23;;0,5245;1,0604;0,6945;0,0153;1,442851754;#DIV/0!;30,44560193;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6415;#DIV/0!;21,47372229;#DIV/0!;;;;;;;;;;;;69,55439807;8,971879643;;;;;;;
32,5;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;98,43613405;96,23;;0,4972;1,0295;0,6739;0,0161;1,563865954;#DIV/0!;31,88778578;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6155;#DIV/0!;21,72826356;#DIV/0!;;;;;;;;;;;;68,11221422;10,15952222;;;;;;;
32,6;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;98,35218409;96,23;;0,5192;1,0256;0,70295;0,0169;1,647815913;#DIV/0!;34,82720958;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,63;#DIV/0!;21,14121702;#DIV/0!;;;;;;;;;;;;65,17279042;13,68599256;;;;;;;
32,7;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;98,63484581;96,23;;0,5441;1,0182;0,6802;0,0139;1,365154194;#DIV/0!;27,14198804;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,652;#DIV/0!;22,5558477;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,56835;;2,913427434;72,85801196;4,586140335;19,64242027;2,913427434;24,2285606;97,08657257;;;
32,8;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;98,57895727;96,23;;0,5238;1,0626;0,6975;0,0151;1,421042725;#DIV/0!;31,03878577;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,649;#DIV/0!;22,99645479;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,55245;;3,182100497;68,96121423;8,042330982;19,81435429;3,182100497;27,85668527;96,8178995;;;
32,9;CE 32;2014;T;;Aucun;T;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,85448196;96,23;;0,5223;1,0308;0,6991;0,0015;0,145518044;#DIV/0!;35,88760586;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6388;#DIV/0!;25,0573862;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5476;;5,425701872;64,11239414;10,83021965;19,63168433;5,425701872;30,46190398;94,57429813;;;
33,1;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;98,99144254;96,67;;0,5158;0,9816;0,6701;0,0099;1,008557457;#DIV/0!;32,41461205;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,58538795;;;;;;;;
33,2;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,06884596;96,67;;0,4976;1,0095;0,6675;0,0094;0,931154037;#DIV/0!;32,77600629;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,22399371;;;;;;;;
33,3;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,21553621;96,67;;0,5093;1,0453;0,6893;0,0082;0,78446379;#DIV/0!;33,44213288;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;66,55786712;;;;;;;;
33,4;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;100;96,67;;0,4984;1,0212;0,6676;0;0;#DIV/0!;33,51442613;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5882;#DIV/0!;19,22517402;#DIV/0!;;;;;;;;;;;;66,48557387;14,28925211;;;;;;;
33,5;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,56046203;96,67;;0,5014;0,9783;0,6493;0,0043;0,439537974;#DIV/0!;31,3214089;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5838;#DIV/0!;18,62149944;#DIV/0!;;;;;;;;;;;;68,6785911;12,69990946;;;;;;;
33,6;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;100;96,67;;0,5277;1,0079;0,651;0;;#DIV/0!;26,56661718;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6092;#DIV/0!;19,16186253;#DIV/0!;;;;;;;;;;;;73,43338282;7,404754646;;;;;;;
33,7;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,41414141;96,67;;0,4827;0,99;0,6885;0,0058;0,585858586;#DIV/0!;41,07640837;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5748;#DIV/0!;19,20166607;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,4873;;0,291490061;58,92359163;21,8747423;18,910176;0,291490061;40,78491831;99,70850994;;;
33,8;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,64018559;96,67;;0,5153;1,0561;0,6422;0,0038;0,359814412;#DIV/0!;23,64897311;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6136;#DIV/0!;19,56450755;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,52025;;0,738140867;76,35102689;4,084465566;18,82636668;0,738140867;22,91083225;99,26185913;;;
33,9;CE 33;2014;TH + RG;;Aucun;TH + RG;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5324;0,5352;0,0028;99,59697733;96,67;;0,5094;0,9925;0,7161;0,004;0,40302267;#DIV/0!;43,60516391;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5967;#DIV/0!;19,49895984;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,51265;;0,415296274;56,39483609;24,10620406;19,08366357;0,415296274;43,18986763;99,58470373;;;
34,1;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;97,09379128;97,5;;0,5178;1,0598;0,7096;0,0308;2,906208719;#DIV/0!;32,13679954;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,86320046;;;;;;;;
34,2;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;97,35291276;97,5;;0,506;1,0351;0,69105;0,0274;2,647087238;#DIV/0!;32,16161727;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,83838273;;;;;;;;
34,3;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;97,12374582;97,5;;0,5186;1,0465;0,7024;0,0301;2,876254181;#DIV/0!;31,5249631;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;68,4750369;;;;;;;;
34,4;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;98,05265772;97,5;;0,5322;1,0065;0,7063;0,0196;1,947342275;#DIV/0!;34,93674438;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6347;#DIV/0!;19,9288495;#DIV/0!;;;;;;;;;;;;65,06325562;15,00789487;;;;;;;
34,5;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;97,93360758;97,5;;0,5223;1,0453;0,6648;0,0216;2,066392423;#DIV/0!;24,9904187;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6367;#DIV/0!;20,07152378;#DIV/0!;;;;;;;;;;;;75,0095813;4,918894921;;;;;;;
34,6;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;97,99136286;97,5;;0,5033;0,9957;0,7014;0,02;2,00863714;#DIV/0!;38,67949709;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,611;#DIV/0!;20,20996509;#DIV/0!;;;;;;;;;;;;61,32050291;18,46953199;;;;;;;
34,7;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;99,03051041;97,5;;0,5204;1,0521;0,6793;0,0102;0,969489592;#DIV/0!;29,72367346;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6261;#DIV/0!;20,04922014;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,54875;;4,062595756;70,27632654;9,67445332;15,98662439;4,062595756;25,66107771;95,93740424;;;
34,8;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;98,06011716;97,5;;0,4934;1,0413;0,6788;0,0202;1,939882839;#DIV/0!;32,27121217;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5976;#DIV/0!;17,43798721;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,5218;;2,070362954;67,72878783;14,83322496;15,36762426;2,070362954;30,20084922;97,92963705;;;
34,9;CE 34;2014;TL;;Aucun;TL;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;98,33076775;97,5;;0,4816;1,0394;0,669;0,01735;1,669232249;#DIV/0!;32,51432658;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,5955;#DIV/0!;19,42142569;#DIV/0!;;;;;;0,5204;0,519219697;0,001526316;0,51335;;3,182377741;67,48567342;13,09290088;16,23904795;3,182377741;29,33194884;96,81762226;;;
35,1;CE 35;2014;TR1;;Aucun;TR1;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;94,93498933;97,5;;0,5073;1,0306;0,717;0,0522;5,065010673;#DIV/0!;33,3157864;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;66,6842136;;;;;;;;
35,2;CE 35;2014;TR1;;Aucun;TR1;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;94,55398162;97,5;;0,5175;1,0448;0,7304;0,0569;5,446018377;#DIV/0!;32,89133291;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;67,10866709;;;;;;;;
35,3;CE 35;2014;TR1;;Aucun;TR1;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;94,47747657;97,5;;0,4931;0,9923;0,6908;0,0548;5,52252343;#DIV/0!;31,91297505;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;68,08702495;;;;;;;;
35,4;CE 35;2014;TR1;;Aucun;TR1;Aucun;Producteur;1;Broyeur;;2;Ferme Roumer (RO);;;;100;;;;;0;;0,5228;0,5219;0,003;95,7956778;97,5;;0,5176;1,018;0,7297;0,0428;4,2043222;#DIV/0!;37,05592079;#DIV/0!;;;;;;0,516333333;0,514766667;0,00585;0,6522;#DIV/0!;21,22919976;#DIV/0!;;;;;;;;;;;;62,94407921;15,82672103;;;;;;;
