"";"Iden fiber";"Biomass type";"Sampling period (days)";"Site";"Producer";"Repetition";"C_over_N";"Initial SOL content (g)";"Initial HOLO content (g)";"Initial LIC content (g)";"Final SOL content (g)";"Final HOLO content (g)";"Final LIC content (g)";"Sample final weight (g)";"Initial Hydrolyzable content (g)";"Final Hydrolyzable content (g)";"Soluble";"Holocelulose";"Lignin";"Hydrolyzable";"rate weight loss"
"79";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,34850962186783;0,265494395267567;0,178995982798857;0,451474033805253;0,28768918978556;0,218436776409187;0,9576;1,6140040171354;0,739163223590813;0,0113147921983308;-0,000830194900474274;-0,00205910653709272;0,00807533953572056;0,00648562267056735
"80";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;NA;1,34098865353617;0,264013668021233;0,177997678377223;NA;NA;NA;NA;1,6050023215574;NA;NA;NA;NA;NA;NA
"81";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,35001381553417;0,265790540716833;0,179195643683183;0,415110484063317;0,272676042509659;0,170013473427024;0,8578;1,615804356251;0,687786526572976;0,00812975414018066;-0,000176308913606362;0,000362604878792135;0,00588785890046422;0,00509013350811561
"82";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,35685789671598;0,267138002510997;0,18010410070687;0,385300731418994;0,25309473658917;0,157804531991835;0,7962;1,62399589922698;0,638395468008165;0,00867832592197184;0,000372262868184815;0,000911176660583311;0,0064364306822554;0,00563870528990679
"83";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,32143413587383;0,260163777180767;0,175402086880977;NA;NA;NA;NA;1,5815979130546;NA;NA;NA;NA;NA;NA
"84";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,331211394705;0,262088722601;0,1766998826291;NA;NA;NA;NA;1,593300117306;NA;NA;NA;NA;NA;NA
"85";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,344749137702;0,2647540316444;0,17849683058804;NA;NA;NA;NA;1,6095031693464;NA;NA;NA;NA;NA;NA
"86";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,3424928472025;0,2643098134705;0,17819733926155;NA;NA;NA;NA;1,606802660673;NA;NA;NA;NA;NA;NA
"87";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,3199299422075;0,2598676317315;0,17520242599665;0,366137319004787;0,240506754211713;0,1499559267835;0,7566;1,579797573939;0,6066440732165;0,00883979180420977;0,00053372875042275;0,00107264254282125;0,00659789656449334;0,00580017117214472
"88";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,32790216863907;0,261437202612613;0,176260628683581;0,412013366905466;0,270641621115322;0,168745011979212;0,8514;1,58933937125168;0,682654988020788;0,00806753609734253;-0,000238526956444496;0,000300386835953999;0,00582564085762609;0,00502791546527748
"89";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,3379802662035;0,2634213771227;0,17759835660857;NA;NA;NA;NA;1,6014016433262;NA;NA;NA;NA;NA;NA
"90";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,34625333136833;0,265050177093667;0,178696491472367;0,386316972986414;0,253762281109187;0,158220745904399;0,7983;1,611303508462;0,640079254095602;0,00860607938934826;0,000300016335561231;0,000838930127959728;0,00636418414963182;0,00556645875728321
"91";"G09_P3_R1";"Green tea";63;"9";"Fortier";1;NA;1,34550123453517;0,264902104369033;0,178596661030203;0,382397184083508;0,25118746653198;0,156615349384512;0,7902;1,6104033389042;0,633584650615488;0,00867253039749276;0,000366467343705734;0,000905381136104229;0,00643063515777632;0,00563290976542771
