Tea type;Prelevement;Final carbon (%);Final weight (g);Initial weight (g);Initial carbon (%)
Rooibos tea;6;49,46941263;1,3163;1,9074;47,79
Rooibos tea;6;49,46941263;1,3397;1,895;47,79
Rooibos tea;6;49,46941263;1,1595;1,897;47,79
Rooibos tea;6;49,46941263;1,2013;1,909;47,79
Rooibos tea;6;49,46941263;1,3237;1,911;47,79
Rooibos tea;6;49,46941263;1,1859;1,8965;47,79
Rooibos tea;6;49,46941263;1,2716;1,8912;47,79
Rooibos tea;6;49,46941263;1,2517;1,9144;47,79
Rooibos tea;6;49,46941263;1,1232;1,9187;47,79
Rooibos tea;6;49,46941263;1,1928;1,8992;47,79
Rooibos tea;6;49,46941263;1,2091;1,9085;47,79
Rooibos tea;6;49,46941263;1,3394;1,909;47,79
Rooibos tea;6;49,93129374;1,112;1,9137;47,79
Rooibos tea;6;49,93129374;1,443;1,9001;47,79
Rooibos tea;6;49,93129374;1,3979;1,8999;47,79
Rooibos tea;6;49,93129374;1,1723;1,9163;47,79
Rooibos tea;6;49,93129374;0,5774;1,9035;47,79
Rooibos tea;6;49,93129374;1,4911;1,9183;47,79
Rooibos tea;6;49,93129374;1,3998;1,9072;47,79
Rooibos tea;6;49,93129374;1,4245;1,9129;47,79
Rooibos tea;6;49,93129374;1,3564;1,9112;47,79
Rooibos tea;6;49,93129374;1,4438;1,9015;47,79
Rooibos tea;6;49,93129374;1,3634;1,8989;47,79
Rooibos tea;6;49,93129374;1,328;1,901;47,79
Rooibos tea;6;49,93129374;1,4654;1,9084;47,79
Rooibos tea;6;49,93129374;1,4406;1,8931;47,79
Rooibos tea;6;49,93129374;0,9122;1,9068;47,79
Rooibos tea;6;49,93129374;1,1285;1,8936;47,79
Rooibos tea;6;49,93129374;1,4857;1,8942;47,79
Rooibos tea;6;49,93129374;1,4525;1,8871;47,79
Rooibos tea;6;49,36597584;1,3627;1,8903;47,79
Rooibos tea;6;49,36597584;1,3945;1,8988;47,79
Rooibos tea;6;49,36597584;1,3645;1,9162;47,79
Rooibos tea;6;49,36597584;1,3344;1,8896;47,79
Rooibos tea;6;49,36597584;1,3942;1,8927;47,79
Rooibos tea;6;49,36597584;1,001;1,8993;47,79
Rooibos tea;6;49,36597584;1,446;1,9001;47,79
Rooibos tea;6;49,36597584;1,2374;1,898;47,79
Rooibos tea;6;49,36597584;1,1512;1,9101;47,79
Rooibos tea;6;49,36597584;1,1544;1,905;47,79
Rooibos tea;6;49,36597584;1,3156;1,894;47,79
Rooibos tea;6;49,36597584;0,6449;1,8833;47,79
Rooibos tea;6;49,36597584;1,5845;1,8977;47,79
Rooibos tea;6;49,36597584;1,2745;1,885;47,79
Rooibos tea;6;49,36597584;1,281;1,9123;47,79
Rooibos tea;6;49,36597584;1,4323;1,9088;47,79
Rooibos tea;6;49,36597584;1,3015;1,8866;47,79
Rooibos tea;6;49,75514396;1,204;1,9056;47,79
Rooibos tea;6;49,75514396;1,0729;1,8897;47,79
Rooibos tea;6;49,75514396;1,1974;1,9116;47,79
Rooibos tea;6;49,75514396;1,2532;1,9041;47,79
Rooibos tea;6;49,75514396;1,0814;1,9186;47,79
Rooibos tea;6;49,75514396;1,2242;1,9107;47,79
Rooibos tea;6;49,75514396;1,2194;1,9032;47,79
Rooibos tea;6;49,75514396;1,2456;1,8911;47,79
Rooibos tea;6;49,75514396;1,1511;1,8817;47,79
Rooibos tea;6;49,75514396;1,2512;1,8903;47,79
Rooibos tea;6;49,75514396;1,162;1,8987;47,79
Rooibos tea;6;49,75514396;1,0071;1,9053;47,79
Rooibos tea;6;49,75514396;1,2465;1,8996;47,79
Rooibos tea;6;49,75514396;1,205;1,8959;47,79
Rooibos tea;6;49,75514396;1,1069;1,9097;47,79
Rooibos tea;6;49,75514396;1,2024;1,9127;47,79
Rooibos tea;6;49,75514396;1,2348;1,8914;47,79
Rooibos tea;6;50,6604719;1,1247;1,8835;47,79
Rooibos tea;6;50,6604719;1,3818;1,9139;47,79
Rooibos tea;6;50,6604719;1,1782;1,891;47,79
Rooibos tea;6;50,6604719;1,2311;1,8839;47,79
Rooibos tea;6;50,6604719;1,3351;1,9008;47,79
Rooibos tea;6;50,6604719;1,3324;1,9193;47,79
Rooibos tea;6;50,6604719;1,2991;1,9045;47,79
Rooibos tea;6;50,6604719;1,1569;1,9092;47,79
Rooibos tea;6;50,6604719;1,2736;1,9207;47,79
Rooibos tea;6;50,6604719;1,2502;1,9115;47,79
Rooibos tea;6;50,6604719;1,3;1,9097;47,79
Rooibos tea;6;50,6604719;1,2924;1,8932;47,79
Rooibos tea;6;50,6604719;1,1411;1,9015;47,79
Rooibos tea;6;50,6604719;1,3562;1,8934;47,79
Rooibos tea;6;50,6604719;1,2825;1,902;47,79
Rooibos tea;6;50,6604719;1,3062;1,9075;47,79
Rooibos tea;6;50,6604719;1,2913;1,8932;47,79
Rooibos tea;6;50,6604719;1,2962;1,8867;47,79
Rooibos tea;6;50,6604719;1,3365;1,9074;47,79
Rooibos tea;6;49,55441514;1,1775;1,904;47,79
Rooibos tea;6;49,55441514;1,1706;1,9222;47,79
Rooibos tea;6;49,55441514;1,3448;1,92;47,79
Rooibos tea;6;49,55441514;1,1836;1,9038;47,79
Rooibos tea;6;49,55441514;1,0998;1,8888;47,79
Rooibos tea;6;49,55441514;1,0991;1,9238;47,79
Rooibos tea;6;49,55441514;1,2473;1,9079;47,79
Rooibos tea;6;49,55441514;1,1912;1,9143;47,79
Rooibos tea;6;49,55441514;1,0519;1,9132;47,79
Rooibos tea;6;49,55441514;1,1855;1,921;47,79
Rooibos tea;6;49,55441514;1,2857;1,9185;47,79
Rooibos tea;6;49,55441514;1,2925;1,92;47,79
Rooibos tea;6;49,55441514;1,2969;1,9229;47,79
Rooibos tea;6;49,55441514;1,1572;1,9046;47,79
Rooibos tea;6;49,55441514;1,1728;1,9074;47,79
Rooibos tea;6;49,55441514;1,3122;1,9145;47,79
Rooibos tea;6;51,25753773;1,2472;1,9181;47,79
Rooibos tea;6;51,25753773;1,2414;1,9;47,79
Rooibos tea;6;51,25753773;1,1436;1,9139;47,79
Rooibos tea;6;51,25753773;1,1603;1,903;47,79
Rooibos tea;6;51,25753773;1,207;1,9206;47,79
Rooibos tea;6;51,25753773;1,2372;1,8997;47,79
Rooibos tea;6;51,25753773;1,1495;1,9128;47,79
Rooibos tea;6;51,25753773;1,1924;1,9277;47,79
Rooibos tea;6;51,25753773;1,3035;1,9078;47,79
Rooibos tea;6;51,25753773;1,2855;1,9066;47,79
Rooibos tea;6;51,25753773;1,2674;1,9089;47,79
Rooibos tea;6;51,25753773;1,2473;1,9178;47,79
Rooibos tea;6;51,25753773;1,2814;1,9262;47,79
Rooibos tea;6;51,25753773;1,2788;1,9198;47,79
Rooibos tea;6;51,25753773;1,2088;1,9274;47,79
Rooibos tea;6;51,25753773;1,3225;1,9254;47,79
Rooibos tea;6;51,25753773;1,1956;1,9207;47,79
Rooibos tea;6;51,25753773;1,2424;1,8996;47,79
Rooibos tea;7;47,14509348;1,1764;1,8878;47,79
Rooibos tea;7;47,14509348;1,3068;1,9059;47,79
Rooibos tea;7;47,14509348;1,3683;1,8942;47,79
Rooibos tea;7;47,14509348;1,3625;1,9179;47,79
Rooibos tea;7;47,14509348;1,2075;1,8858;47,79
Rooibos tea;7;47,14509348;1,165;1,8904;47,79
Rooibos tea;7;47,14509348;1,2249;1,902;47,79
Rooibos tea;7;47,14509348;1,2816;1,8963;47,79
Rooibos tea;7;47,14509348;1,3825;1,906;47,79
Rooibos tea;7;47,14509348;1,2227;1,9058;47,79
Rooibos tea;7;47,14509348;1,2516;1,9092;47,79
Rooibos tea;7;47,14509348;1,1746;1,9238;47,79
Rooibos tea;7;47,14509348;1,3006;1,9095;47,79
Rooibos tea;7;47,14509348;1,2861;1,8912;47,79
Rooibos tea;7;50,37147346;1,2958;1,8869;47,79
Rooibos tea;7;50,37147346;1,448;1,9127;47,79
Rooibos tea;7;50,37147346;1,4068;1,907;47,79
Rooibos tea;7;50,37147346;1,2786;1,9031;47,79
Rooibos tea;7;50,37147346;1,4245;1,8966;47,79
Rooibos tea;7;50,37147346;1,3311;1,9188;47,79
Rooibos tea;7;50,37147346;1,274;1,9059;47,79
Rooibos tea;7;50,37147346;1,2394;1,9092;47,79
Rooibos tea;7;50,37147346;1,2593;1,8933;47,79
Rooibos tea;7;50,37147346;1,1501;1,8999;47,79
Rooibos tea;7;50,37147346;1,3572;1,9242;47,79
Rooibos tea;7;50,37147346;1,3595;1,9079;47,79
Rooibos tea;7;50,37147346;1,3227;2,2674;47,79
Rooibos tea;7;50,55276529;1,4131;1,8974;47,79
Rooibos tea;7;50,55276529;1,3317;1,8947;47,79
Rooibos tea;7;50,55276529;1,5132;1,9092;47,79
Rooibos tea;7;50,55276529;1,4991;1,9054;47,79
Rooibos tea;7;50,55276529;1,4059;1,8951;47,79
Rooibos tea;7;50,55276529;1,4117;1,9242;47,79
Rooibos tea;7;50,55276529;1,2902;1,9081;47,79
Rooibos tea;7;50,55276529;1,518;1,8952;47,79
Rooibos tea;7;50,55276529;1,3654;1,9039;47,79
Rooibos tea;7;50,55276529;1,3848;1,9212;47,79
Rooibos tea;7;50,55276529;1,4325;1,9053;47,79
Rooibos tea;7;50,55276529;1,4688;1,8953;47,79
Rooibos tea;7;50,55276529;1,3749;1,9076;47,79
Rooibos tea;7;50,55276529;1,4085;1,8959;47,79
Rooibos tea;7;50,55276529;1,4761;1,9245;47,79
Rooibos tea;7;50,55276529;1,3225;1,921;47,79
Rooibos tea;7;50,55276529;1,428;1,9064;47,79
Rooibos tea;7;50,00786556;1,225;1,8919;47,79
Rooibos tea;7;50,00786556;1,3919;1,8948;47,79
Rooibos tea;7;50,00786556;1,3404;1,908;47,79
Rooibos tea;7;50,00786556;1,4506;1,9062;47,79
Rooibos tea;7;50,00786556;1,419;1,9158;47,79
Rooibos tea;7;50,00786556;1,4833;1,898;47,79
Rooibos tea;7;50,00786556;1,353;1,9124;47,79
Rooibos tea;7;50,00786556;1,3975;1,9258;47,79
Rooibos tea;7;50,00786556;1,4161;1,8971;47,79
Rooibos tea;7;50,00786556;1,3821;1,8993;47,79
Rooibos tea;7;50,00786556;1,0832;1,886;47,79
Rooibos tea;7;50,00786556;1,5086;1,9099;47,79
Rooibos tea;7;50,00786556;1,1761;1,9071;47,79
Rooibos tea;7;50,00786556;1,3397;1,8914;47,79
Rooibos tea;7;49,17207951;1,2606;1,8905;47,79
Rooibos tea;7;49,17207951;1,2365;1,9068;47,79
Rooibos tea;7;49,17207951;1,3403;1,8944;47,79
Rooibos tea;7;49,17207951;1,3324;1,9185;47,79
Rooibos tea;7;49,17207951;1,4193;1,9031;47,79
Rooibos tea;7;49,17207951;1,3796;1,9043;47,79
Rooibos tea;7;49,17207951;1,1234;1,8922;47,79
Rooibos tea;7;49,17207951;1,179;1,8809;47,79
Rooibos tea;7;49,17207951;1,3373;1,8869;47,79
Rooibos tea;7;49,17207951;1,2894;1,8828;47,79
Rooibos tea;7;49,17207951;1,2466;1,8999;47,79
Rooibos tea;7;49,17207951;1,2592;1,8832;47,79
Rooibos tea;7;49,17207951;1,0305;1,9112;47,79
Rooibos tea;7;49,17207951;1,2305;1,8996;47,79
Rooibos tea;7;49,17207951;1,3285;1,9118;47,79
Rooibos tea;7;49,17207951;1,3112;1,9093;47,79
Rooibos tea;7;49,17207951;1,2018;1,891;47,79
Rooibos tea;7;49,17207951;1,117;1,8975;47,79
Rooibos tea;7;49,17207951;1,2687;1,9145;47,79
Rooibos tea;7;49,17207951;1,0321;1,8931;47,79
Rooibos tea;7;49,76511888;1,323;1,9033;47,79
Rooibos tea;7;49,76511888;1,2885;1,9042;47,79
Rooibos tea;7;49,76511888;1,2905;1,8922;47,79
Rooibos tea;7;49,76511888;1,0513;1,9047;47,79
Rooibos tea;7;49,76511888;1,2828;1,8852;47,79
Rooibos tea;7;49,76511888;1,3555;1,9008;47,79
Rooibos tea;7;49,76511888;1,3555;1,9151;47,79
Rooibos tea;7;49,76511888;1,399;1,9098;47,79
Rooibos tea;7;49,76511888;1,2076;1,9103;47,79
Rooibos tea;7;49,76511888;1,3231;1,8901;47,79
Rooibos tea;7;49,76511888;1,2938;1,901;47,79
Rooibos tea;7;49,76511888;1,3527;1,8968;47,79
Rooibos tea;7;49,76511888;1,1131;1,8963;47,79
Rooibos tea;7;49,76511888;1,3563;1,9199;47,79
Rooibos tea;7;49,76511888;0,9918;1,913;47,79
Rooibos tea;7;49,76511888;1,23545;1,9123;47,79
Rooibos tea;7;49,76511888;1,1887;1,9071;47,79
Rooibos tea;7;49,76511888;0,9536;1,914;47,79
Rooibos tea;7;49,76511888;1,2735;1,8961;47,79
Rooibos tea;7;50,82931215;1,2978;1,9193;47,79
Rooibos tea;7;50,82931215;1,2194;1,913;47,79
Rooibos tea;7;50,82931215;1,3657;1,923;47,79
Rooibos tea;7;50,82931215;1,2544;1,9033;47,79
Rooibos tea;7;50,82931215;1,2783;1,9082;47,79
Rooibos tea;7;50,82931215;1,2977;1,8977;47,79
Rooibos tea;7;50,82931215;1,2735;1,9228;47,79
Rooibos tea;7;50,82931215;1,3481;1,9278;47,79
Rooibos tea;7;50,82931215;1,3867;1,9265;47,79
Rooibos tea;7;50,82931215;1,3823;1,9012;47,79
Rooibos tea;7;50,82931215;1,1069;1,9017;47,79
Rooibos tea;7;50,82931215;1,1896;1,9271;47,79
Rooibos tea;7;50,82931215;1,3477;1,9052;47,79
Rooibos tea;7;50,82931215;1,3831;1,916;47,79
Rooibos tea;7;50,82931215;1,1407;1,9183;47,79
Rooibos tea;7;50,67055377;1,2721;1,9168;47,79
Rooibos tea;7;50,67055377;1,35;1,9192;47,79
Rooibos tea;7;50,67055377;1,3051;1,9235;47,79
Rooibos tea;7;50,67055377;1,1892;1,9108;47,79
Rooibos tea;7;50,67055377;1,2922;1,9204;47,79
Rooibos tea;7;50,67055377;1,3332;1,925;47,79
Rooibos tea;7;50,67055377;1,2975;1,9288;47,79
Rooibos tea;7;50,67055377;1,3096;1,9237;47,79
Rooibos tea;7;50,67055377;1,219;1,9267;47,79
Rooibos tea;7;50,67055377;1,332;1,9268;47,79
Rooibos tea;7;50,67055377;1,0548;1,8908;47,79
Rooibos tea;7;50,67055377;1,2991;1,9216;47,79
Rooibos tea;7;50,67055377;1,3245;1,8901;47,79
Rooibos tea;7;50,67055377;1,3042;1,891;47,79
Rooibos tea;7;50,67055377;1,2751;1,9268;47,79
Rooibos tea;7;50,67055377;1,2145;1,8977;47,79
Rooibos tea;7;50,67055377;1,1511;1,9066;47,79
Rooibos tea;7;50,67055377;1,1345;1,9284;47,79
Rooibos tea;7;50,1373637;1,6294;1,909;47,79
Green tea;1;52,08390794;1,0959;1,798;47,99466667
Green tea;1;52,08390794;1,19;1,789;47,99466667
Green tea;1;52,08390794;1,1656;1,793;47,99466667
Green tea;1;52,08390794;1,1141;1,762;47,99466667
Green tea;1;52,08390794;1,2021;1,791;47,99466667
Green tea;1;52,08390794;1,5889;1,776;47,99466667
Green tea;1;52,08390794;1,1851;1,778;47,99466667
Green tea;1;52,08390794;1,045;1,776;47,99466667
Green tea;1;52,08390794;1,1527;1,783;47,99466667
Green tea;1;52,08390794;1,5724;1,764;47,99466667
Green tea;1;52,08390794;1,1536;1,75;47,99466667
Green tea;1;52,08390794;1,1252;1,78;47,99466667
Green tea;1;52,08390794;1,0885;1,794;47,99466667
Green tea;1;52,08390794;1,572;1,751;47,99466667
Green tea;1;52,08390794;1,1608;1,774;47,99466667
Green tea;1;52,08390794;1,0527;1,759;47,99466667
Green tea;1;52,08390794;1,0616;1,752;47,99466667
Green tea;1;52,08390794;1,1721;1,8;47,99466667
Green tea;1;52,08390794;1,6144;1,791;47,99466667
Green tea;1;52,08390794;1,2346;1,769;47,99466667
Green tea;1;52,08390794;1,2082;1,773;47,99466667
Green tea;1;52,08390794;1,1903;1,778;47,99466667
Green tea;1;52,08390794;1,1825;1,754;47,99466667
Green tea;1;52,08390794;1,1735;1,791;47,99466667
Green tea;1;52,08390794;1,2472;1,8;47,99466667
Green tea;1;52,08390794;1,2157;1,794;47,99466667
Green tea;1;52,08390794;1,1472;1,759;47,99466667
Green tea;1;52,08390794;1,1743;1,777;47,99466667
Green tea;1;52,08390794;1,2479;1,798;47,99466667
Green tea;1;52,08390794;1,1668;1,763;47,99466667
Green tea;1;52,08390794;1,2222;1,776;47,99466667
Green tea;1;52,08390794;1,157;1,78;47,99466667
Green tea;1;52,08390794;1,1605;1,776;47,99466667
Green tea;1;51,37772518;1,1777;1,782;47,99466667
Green tea;1;51,37772518;1,1559;1,79;47,99466667
Green tea;1;51,37772518;1,1406;1,782;47,99466667
Green tea;1;51,37772518;1,1713;1,767;47,99466667
Green tea;1;51,37772518;1,1242;1,771;47,99466667
Green tea;1;51,37772518;1,0809;1,753;47,99466667
Green tea;1;51,37772518;1,143;1,777;47,99466667
Green tea;1;51,37772518;1,1241;1,754;47,99466667
Green tea;1;51,37772518;1,1511;1,759;47,99466667
Green tea;1;51,37772518;1,1053;1,765;47,99466667
Green tea;1;51,37772518;1,1402;1,77;47,99466667
Green tea;1;51,37772518;1,1125;1,754;47,99466667
Green tea;1;51,37772518;1,1378;1,782;47,99466667
Green tea;1;51,37772518;1,1357;1,778;47,99466667
Green tea;1;51,37772518;1,1243;1,782;47,99466667
Green tea;1;51,37772518;1,147;1,755;47,99466667
Green tea;1;51,37772518;1,1793;1,793;47,99466667
Green tea;1;51,37772518;1,1361;1,766;47,99466667
Green tea;1;51,37772518;1,1747;1,79;47,99466667
Green tea;1;51,37772518;1,1346;1,762;47,99466667
Green tea;1;51,10292103;1,3623;1,766;47,99466667
Green tea;1;51,10292103;1,326;1,767;47,99466667
Green tea;1;51,10292103;1,3272;1,761;47,99466667
Green tea;1;51,10292103;1,3883;1,78;47,99466667
Green tea;1;51,10292103;1,4337;1,775;47,99466667
Green tea;1;51,10292103;1,3408;1,754;47,99466667
Green tea;1;51,10292103;1,4091;1,789;47,99466667
Green tea;1;51,10292103;1,4012;1,79;47,99466667
Green tea;1;51,10292103;1,3634;1,795;47,99466667
Green tea;1;51,10292103;1,3256;1,772;47,99466667
Green tea;1;51,10292103;1,3082;1,761;47,99466667
Green tea;1;51,10292103;1,3335;1,757;47,99466667
Green tea;1;51,10292103;1,4318;1,795;47,99466667
Green tea;1;51,10292103;1,3182;1,757;47,99466667
Green tea;1;51,10292103;1,3821;1,776;47,99466667
Green tea;1;51,10292103;1,4261;1,784;47,99466667
Green tea;1;51,10292103;1,4094;1,781;47,99466667
Green tea;1;51,10292103;1,4067;1,781;47,99466667
Green tea;1;51,10292103;1,3829;1,795;47,99466667
Green tea;1;51,10292103;1,3764;1,791;47,99466667
Green tea;1;51,07514802;1,0443;1,784;47,99466667
Green tea;1;51,07514802;1,0537;1,758;47,99466667
Green tea;1;51,07514802;1,0232;1,795;47,99466667
Green tea;1;51,07514802;1,0476;1,768;47,99466667
Green tea;1;51,07514802;1,1012;1,767;47,99466667
Green tea;1;51,07514802;1,055;1,785;47,99466667
Green tea;1;51,07514802;1,0483;1,777;47,99466667
Green tea;1;51,07514802;1,085;1,756;47,99466667
Green tea;1;51,07514802;1,0744;1,766;47,99466667
Green tea;1;51,07514802;1,024;1,767;47,99466667
Green tea;1;51,07514802;1,0451;1,759;47,99466667
Green tea;1;51,07514802;1,0786;1,775;47,99466667
Green tea;1;51,07514802;1,0724;1,789;47,99466667
Green tea;1;51,07514802;1,0257;1,779;47,99466667
Green tea;1;51,07514802;1,086;1,774;47,99466667
Green tea;1;51,07514802;1,0818;1,796;47,99466667
Green tea;1;51,07514802;1,0766;1,795;47,99466667
Green tea;1;51,07514802;1,0593;1,773;47,99466667
Green tea;1;51,07514802;1,0871;1,777;47,99466667
Green tea;1;51,07514802;1,0611;1,782;47,99466667
Green tea;1;51,12191235;1,0363;1,778;47,99466667
Green tea;1;51,12191235;0,9623;1,772;47,99466667
Green tea;1;51,12191235;1,001;1,767;47,99466667
Green tea;1;51,12191235;0,9684;1,794;47,99466667
Green tea;1;51,12191235;0,9812;1,796;47,99466667
Green tea;1;51,12191235;0,9189;1,776;47,99466667
Green tea;1;51,12191235;0,9806;1,768;47,99466667
Green tea;1;51,12191235;1,0173;1,792;47,99466667
Green tea;1;51,12191235;0,9665;1,776;47,99466667
Green tea;1;51,12191235;0,998;1,79;47,99466667
Green tea;1;51,12191235;0,9825;1,784;47,99466667
Green tea;1;51,12191235;0,9682;1,756;47,99466667
Green tea;1;51,12191235;0,9708;1,762;47,99466667
Green tea;1;51,12191235;1,0519;1,791;47,99466667
Green tea;1;51,12191235;0,984;1,764;47,99466667
Green tea;1;51,12191235;0,9923;1,794;47,99466667
Green tea;1;51,12191235;0,9399;1,765;47,99466667
Green tea;1;51,12191235;1,0318;1,782;47,99466667
Green tea;1;50,49059393;1,0455;1,774;47,99466667
Green tea;1;50,49059393;1,0219;1,802;47,99466667
Green tea;1;50,49059393;1,095;1,81;47,99466667
Green tea;1;50,49059393;1,0212;1,754;47,99466667
Green tea;1;50,49059393;1,0413;1,751;47,99466667
Green tea;1;50,49059393;1,0841;1,785;47,99466667
Green tea;1;50,49059393;1,0481;1,793;47,99466667
Green tea;1;50,49059393;1,019;1,798;47,99466667
Green tea;1;50,49059393;1,0302;1,799;47,99466667
Green tea;1;50,49059393;1,0885;1,801;47,99466667
Green tea;1;50,49059393;1,0617;1,802;47,99466667
Green tea;1;50,49059393;1,0963;1,789;47,99466667
Green tea;1;50,49059393;1,0564;1,757;47,99466667
Green tea;1;50,49059393;1,0607;1,761;47,99466667
Green tea;1;50,49059393;1,0985;1,802;47,99466667
Green tea;1;50,49059393;1,0121;1,773;47,99466667
Green tea;1;50,49059393;1,1339;1,803;47,99466667
Green tea;1;51,54916825;1,0674;1,796;47,99466667
Green tea;1;51,54916825;1,0457;1,775;47,99466667
Green tea;1;51,54916825;1,0551;1,758;47,99466667
Green tea;1;51,54916825;1,0833;1,774;47,99466667
Green tea;1;51,54916825;1,0437;1,771;47,99466667
Green tea;1;51,54916825;1,0831;1,795;47,99466667
Green tea;1;51,54916825;1,0603;1,783;47,99466667
Green tea;1;51,54916825;1,0524;1,767;47,99466667
Green tea;1;51,54916825;1,072;1,758;47,99466667
Green tea;1;51,54916825;1,0758;1,795;47,99466667
Green tea;1;51,54916825;1,062;1,764;47,99466667
Green tea;1;51,54916825;1,0807;1,799;47,99466667
Green tea;1;51,54916825;1,0648;1,755;47,99466667
Green tea;1;51,54916825;1,0617;1,786;47,99466667
Green tea;1;51,54916825;1,0727;1,766;47,99466667
Green tea;1;51,54916825;1,0802;1,767;47,99466667
Green tea;2;51,79711194;0,9357;1,757;47,99466667
Green tea;2;51,79711194;0,9632;1,764;47,99466667
Green tea;2;51,79711194;1,0099;1,776;47,99466667
Green tea;2;51,79711194;1,0093;1,794;47,99466667
Green tea;2;51,79711194;1,0163;1,765;47,99466667
Green tea;2;51,79711194;0,9633;1,754;47,99466667
Green tea;2;51,79711194;0,9583;1,761;47,99466667
Green tea;2;51,79711194;0,9424;1,767;47,99466667
Green tea;2;51,79711194;0,9563;1,791;47,99466667
Green tea;2;51,79711194;0,9637;1,772;47,99466667
Green tea;2;51,79711194;1,0001;1,786;47,99466667
Green tea;2;51,79711194;0,9676;1,788;47,99466667
Green tea;2;51,79711194;0,9809;1,797;47,99466667
Green tea;2;51,79711194;0,9692;1,787;47,99466667
Green tea;2;51,79711194;0,9664;1,761;47,99466667
Green tea;2;51,79711194;0,9912;1,771;47,99466667
Green tea;2;51,79711194;0,9579;1,786;47,99466667
Green tea;2;52,20867734;0,9341;1,755;47,99466667
Green tea;2;52,20867734;0,9532;1,78;47,99466667
Green tea;2;52,20867734;0,964;1,783;47,99466667
Green tea;2;52,20867734;1,0145;1,798;47,99466667
Green tea;2;52,20867734;0,9636;1,79;47,99466667
Green tea;2;52,20867734;0,9687;1,796;47,99466667
Green tea;2;52,20867734;0,9475;1,768;47,99466667
Green tea;2;52,20867734;0,939;1,754;47,99466667
Green tea;2;52,20867734;0,9409;1,788;47,99466667
Green tea;2;52,20867734;0,9561;1,797;47,99466667
Green tea;2;52,20867734;0,9522;1,784;47,99466667
Green tea;2;52,20867734;0,981;1,765;47,99466667
Green tea;2;52,20867734;0,9669;1,795;47,99466667
Green tea;2;52,20867734;0,9383;1,756;47,99466667
Green tea;2;52,20867734;0,959;1,787;47,99466667
Green tea;2;52,20867734;0,9513;1,774;47,99466667
Green tea;2;52,20867734;0,93;1,777;47,99466667
Green tea;2;52,20867734;1,0048;1,796;47,99466667
Green tea;2;51,51409594;1,009;1,781;47,99466667
Green tea;2;51,51409594;1,0446;1,785;47,99466667
Green tea;2;51,51409594;0,9974;1,752;47,99466667
Green tea;2;51,51409594;1,0289;1,798;47,99466667
Green tea;2;51,51409594;1,0162;1,788;47,99466667
Green tea;2;51,51409594;1,0092;1,757;47,99466667
Green tea;2;51,51409594;1,0119;1,794;47,99466667
Green tea;2;51,51409594;1,0286;1,795;47,99466667
Green tea;2;51,51409594;1,0578;1,796;47,99466667
Green tea;2;51,51409594;0,9905;1,756;47,99466667
Green tea;2;51,51409594;1,0345;1,794;47,99466667
Green tea;2;51,51409594;1,0001;1,771;47,99466667
Green tea;2;51,51409594;1,0651;1,792;47,99466667
Green tea;2;51,51409594;1,0254;1,786;47,99466667
Green tea;2;51,51409594;0,9912;1,771;47,99466667
Green tea;2;51,51409594;1,0175;1,778;47,99466667
Green tea;2;51,51409594;1,0154;1,795;47,99466667
Green tea;2;51,51409594;1,0093;1,771;47,99466667
Green tea;2;51,51409594;1,0428;1,794;47,99466667
Green tea;2;50,75627653;1,0266;1,751;47,99466667
Green tea;2;50,75627653;1,0726;1,768;47,99466667
Green tea;2;50,75627653;1,0934;1,783;47,99466667
Green tea;2;50,75627653;1,0787;1,776;47,99466667
Green tea;2;50,75627653;0,9834;1,763;47,99466667
Green tea;2;50,75627653;1,0863;1,786;47,99466667
Green tea;2;50,75627653;1,0275;1,767;47,99466667
Green tea;2;50,75627653;1,0902;1,791;47,99466667
Green tea;2;50,75627653;1,0828;1,784;47,99466667
Green tea;2;50,75627653;1,0638;1,792;47,99466667
Green tea;2;50,75627653;1,0418;1,762;47,99466667
Green tea;2;50,75627653;1,1151;1,775;47,99466667
Green tea;2;50,75627653;1,0542;1,771;47,99466667
Green tea;2;50,75627653;1,1003;1,778;47,99466667
Green tea;2;50,75627653;1,0348;1,795;47,99466667
Green tea;2;50,75627653;1,058;1,771;47,99466667
Green tea;2;50,75627653;1,0479;1,783;47,99466667
Green tea;2;50,75627653;1,0936;1,774;47,99466667
Green tea;2;50,26574457;1,0536;1,777;47,99466667
Green tea;2;50,26574457;0,9433;1,754;47,99466667
Green tea;2;50,26574457;0,9871;1,751;47,99466667
Green tea;2;50,26574457;0,9833;1,782;47,99466667
Green tea;2;50,26574457;0,9657;1,789;47,99466667
Green tea;2;50,26574457;0,9654;1,761;47,99466667
Green tea;2;50,26574457;0,9867;1,779;47,99466667
Green tea;2;50,26574457;0,9699;1,756;47,99466667
Green tea;2;50,26574457;0,9551;1,787;47,99466667
Green tea;2;50,26574457;0,983;1,8;47,99466667
Green tea;2;50,26574457;1,0165;1,776;47,99466667
Green tea;2;50,26574457;0,9211;1,774;47,99466667
Green tea;2;50,26574457;0,9654;1,794;47,99466667
Green tea;2;50,26574457;0,9278;1,788;47,99466667
Green tea;2;50,26574457;0,9615;1,758;47,99466667
Green tea;2;50,26574457;0,9053;1,769;47,99466667
Green tea;2;49,2753635;0,8329;1,8097;47,99466667
Green tea;2;49,2753635;0,8271;1,7523;47,99466667
Green tea;2;49,2753635;0,8835;1,786;47,99466667
